Username,ID,Gender,Age,Education,Race,Fluent,AgeEnglish,Country,consent
TEST,cn6153y4bu,Male,30,"Graduate degree (Masters, Doctorate, etc.)",Black,Yes,0,0,on
w967459_djm,g524yqde2g,Female,30,"Associates degree",White,Yes,0,"United States",on
w10163952sbh,26of48hrp4,Female,20,"Some College, no degree","Asian/Pacific Islander",Yes,12,Spain,on
10178510,lbpfgvdjl9,Female,18,"High School Graduate",White,Yes,0,"united states",on
w10045458_kdmc,cncgw1fbev,Female,22,"Bachelors degree",Black,Yes,0,"United States",on
w10087251,ywcbhbcgkq,Male,20,"Some College, no degree",White,Yes,0,U.S.,on
w10165230,5vio4kl2is,Female,26,"Associates degree",Black,Yes,1,"United States of America ",on
W10170915,4vv8lyrwt1,Female,30,"Bachelors degree",White,Yes,0,USA,on
w398930,jmgu3zjr3f,Male,39,"Some High School",White,Yes,0,"United States",on
w10130685,csw3l9rl2e,Female,18,"High School Graduate",White,Yes,0,"United States",on
10141580,6j9yhs5t03,Female,19,"High School Graduate",White,Yes,0,"United States",on
w10158262,bpo1elrq4r,Female,18,"High School Graduate",White,Yes,0,"United States",on
w10157910,qf30dv6uvk,Female,18,"High School Graduate",White,Yes,0,"United States",on
w10118240_hmf,5zctojey9l,Female,20,"Some College, no degree",White,Yes,0,"United States of America",on
w10153807_mlp,r7sfadw7p9,Female,19,"High School Graduate",Black,Yes,2,"United states",on
w10153807_mlp,x6bpgesdmb,Female,19,"High School Graduate",Black,Yes,2,"United states",on
10163652,q9smc23duf,Female,18,"Some College, no degree",White,Yes,0,"United States",on
w10163783,qidj3cnv7m,Female,18,"High School Graduate",White,Yes,0,"United States",on
w10132740_fmm,2j41c6bv28,Female,18,"High School Graduate",White,Yes,0,"united states",on
w10158322,tiorkad0sz,Female,18,"High School Graduate",White,Yes,0,"USA ",on
w10101640,81hgn1oxsv,Female,20,"Associates degree",Black,Yes,1,"The United States of America ",on
w10158602,386v1qn3jf,Male,18,"Some College, no degree",Black,Yes,0,"United States",on
w10152527_jmt,81jj0rehct,Male,18,"Some College, no degree",White,Yes,0,USA,on
w10161935_ep,to8ekwsxuj,Female,18,"Some College, no degree",White,Yes,0,"United States",on
10059201,32ji7zekpn,Male,20,"Some College, no degree",White,Yes,0,"United States of America",on
w10066961,b2dgzt6hp3,Female,21,"Some College, no degree",White,Yes,0,"United States",on
annakate_pettis1,6648on6k2e,Female,21,"Associates degree",White,Yes,0,"United States",on
w10095267_bat,jlp8sf8e7t,Female,19,"Some College, no degree",White,Yes,0,"United States",on
w10161022,oohlwjbe7u,Female,18,"High School Graduate",Black,Yes,0,"United States of America",on
w10147854,o7i1z5p1cx,Female,21,"Associates degree",White,Yes,0,"United States",on
w10147854_mlr,yj5ueucwcs,Female,21,"Associates degree",White,Yes,0,"United States",on
w10148076,0e20cqqpkl,Male,19,"Some College, no degree",White,Yes,4,"United States",on
10110417,p0dsjt1i2t,Female,20,"Some College, no degree",Black,Yes,0,"United States",on
470603,2q1hmwvo5z,Female,36,"Bachelors degree",White,Yes,0,"United States",on
w10118149,jdlk21qapr,Female,18,"High School Graduate",White,Yes,0,America,on
W10161911,bldum0k3fb,Female,18,"High School Graduate",White,Yes,0,,on
W10161911,bldum0k3fb,Female,18,"High School Graduate",White,Yes,0,,on
w10136088,hy14u8vra7,Female,19,"Some College, no degree",Other/unknown,Yes,0,"United States",on
470603,q4xpeih28t,Female,36,"Bachelors degree",White,Yes,0,"United States",on
w10066664_ah,tf5hh9zc4z,Female,21,"Associates degree",Black,Yes,0,"United States",on
w10152790,q6lel7aesb,Female,18,"High School Graduate",White,Yes,0,"United States",on
w10110417_vfc,d3mlnbbgvb,Female,20,"Some College, no degree",Black,Yes,0,"United States",on
w10132628,o6wss580p1,Female,18,"High School Graduate",White,Yes,0,"United States",on
w10132628,3enpwj20ge,Female,18,"High School Graduate",White,Yes,0,"United States",on
w10132628,727r3d72ds,Female,18,"High School Graduate",White,Yes,0,,on
w10137415_tj,aemb5mz7y4,Male,18,"High School Graduate",White,Yes,0,"United States",on
w10164613',twu20z04pe,Male,18,"High School Graduate",Black,Yes,0,"United States",on
w10157956,czz66i67nd,Female,18,"Some College, no degree",Black,Yes,0,"United States",on
w10157956,lg5i4ri9do,Female,18,"Some College, no degree",Black,Yes,0,"United States",on
w10163667_kg,gys1slxzbo,Female,18,"High School Graduate",White,Yes,0,"United States",on
w10170895,6gfy2xmw6x,Male,20,"Some College, no degree","Asian/Pacific Islander",Yes,7,Nepal,on
