"Username","Trial","Condition.Description","Stimuli.Cue","Procedure.Trial.Type","affordance_parsed","affordance_corrected"
"AllieBorcherts",11,"Version 15","lifeboat","BOI","save life(s)","save life(s)"
"AllieBorcherts",11,"Version 15","lifeboat","BOI","sailing","sailing"
"AllieBorcherts",11,"Version 15","lifeboat","BOI","fishing","fishing"
"AllieBorcherts",12,"Version 15","refrigerator","BOI","keep food cold","keep food cold"
"AllieBorcherts",12,"Version 15","refrigerator","BOI","keep body cold if a/c is out","keep body cold if a/c is out"
"AllieBorcherts",12,"Version 15","refrigerator","BOI","thaw meat","thaw meat"
"AllieBorcherts",12,"Version 15","refrigerator","BOI","chill drinks","chill drinks"
"AllieBorcherts",13,"Version 15","teapot","BOI","hold tea","hold tea"
"AllieBorcherts",13,"Version 15","teapot","BOI","make tea","make tea"
"AllieBorcherts",13,"Version 15","teapot","BOI","decoration","decoration"
"AllieBorcherts",15,"Version 15","apartment","BOI","gives shelter","gives shelter"
"AllieBorcherts",15,"Version 15","apartment","BOI","place to cook","place to cook"
"AllieBorcherts",15,"Version 15","apartment","BOI","place to sleep","place to sleep"
"AllieBorcherts",15,"Version 15","apartment","BOI","privacy","privacy"
"AllieBorcherts",16,"Version 15","slut","BOI","sexual activity","sexual activity"
"AllieBorcherts",16,"Version 15","slut","BOI","gossip","gossip"
"AllieBorcherts",17,"Version 15","newlyweds","BOI","happiness","happiness"
"AllieBorcherts",17,"Version 15","newlyweds","BOI","free things","free things"
"AllieBorcherts",18,"Version 15","claw","BOI","scratch","scratch"
"AllieBorcherts",18,"Version 15","claw","BOI","threaten","threaten"
"AllieBorcherts",18,"Version 15","claw","BOI","grab something","grab something"
"AllieBorcherts",18,"Version 15","claw","BOI","poke something","poke something"
"AllieBorcherts",19,"Version 15","flounder","BOI","eat","eat"
"AllieBorcherts",19,"Version 15","flounder","BOI","catch","catch"
"AllieBorcherts",19,"Version 15","flounder","BOI","look at","look at"
"AllieBorcherts",20,"Version 15","newsstand","BOI","buying news and magazines","buying news and magazines"
"AllieBorcherts",20,"Version 15","newsstand","BOI","gossip","gossip"
"AllieBorcherts",20,"Version 15","newsstand","BOI","dropping breaking news","dropping breaking news"
"AllieBorcherts",21,"Version 15","rod","BOI","hanging things","hanging things"
"AllieBorcherts",21,"Version 15","rod","BOI","separate things","separate things"
"AllieBorcherts",21,"Version 15","rod","BOI","drying things","drying things"
"AllieBorcherts",22,"Version 15","parachutist","BOI","jump out of planes","jump out of planes"
"AllieBorcherts",23,"Version 15","corridor","BOI","walking through","walking through"
"AllieBorcherts",23,"Version 15","corridor","BOI","connector","connector"
"AllieBorcherts",23,"Version 15","corridor","BOI","place to decorate","place to decorate"
"AllieBorcherts",24,"Version 15","sibling","BOI","fun","fun"
