"Username","Trial","Condition.Description","Stimuli.Cue","Procedure.Trial.Type","affordance_parsed","affordance_corrected"
"ClairePigeon",11,"Version 16","pole","BOI","dance","dance"
"ClairePigeon",11,"Version 16","pole","BOI","hang","hang"
"ClairePigeon",11,"Version 16","pole","BOI","drill","drill"
"ClairePigeon",12,"Version 16","policewoman","BOI","arrest","arrest"
"ClairePigeon",12,"Version 16","policewoman","BOI","check","check"
"ClairePigeon",12,"Version 16","policewoman","BOI","protect","protect"
"ClairePigeon",12,"Version 16","policewoman","BOI","testify","testify"
"ClairePigeon",12,"Version 16","policewoman","BOI","kill","kill"
"ClairePigeon",13,"Version 16","paintbox","BOI","draw","draw"
"ClairePigeon",13,"Version 16","paintbox","BOI","create","create"
"ClairePigeon",13,"Version 16","paintbox","BOI","mix","mix"
"ClairePigeon",14,"Version 16","lake","BOI","swim","swim"
"ClairePigeon",14,"Version 16","lake","BOI","tube","tube"
"ClairePigeon",14,"Version 16","lake","BOI","ski","ski"
"ClairePigeon",14,"Version 16","lake","BOI","fish","fish"
"ClairePigeon",15,"Version 16","cocaine","BOI","snort","snort"
"ClairePigeon",15,"Version 16","cocaine","BOI","ingest","ingest"
"ClairePigeon",15,"Version 16","cocaine","BOI","smoke","smoke"
"ClairePigeon",16,"Version 16","bayonet","BOI","stab","stab"
"ClairePigeon",16,"Version 16","bayonet","BOI","kill","kill"
"ClairePigeon",16,"Version 16","bayonet","BOI","defend","defend"
"ClairePigeon",17,"Version 16","rupee","BOI","pay","pay"
"ClairePigeon",17,"Version 16","rupee","BOI","invest","invest"
"ClairePigeon",17,"Version 16","rupee","BOI","trade","trade"
"ClairePigeon",18,"Version 16","apprentice","BOI","follow","follow"
"ClairePigeon",18,"Version 16","apprentice","BOI","learn","learn"
"ClairePigeon",18,"Version 16","apprentice","BOI","train","train"
"ClairePigeon",19,"Version 16","checklist","BOI","check off","check off"
"ClairePigeon",19,"Version 16","checklist","BOI","complete","complete"
"ClairePigeon",19,"Version 16","checklist","BOI","finish","finish"
"ClairePigeon",19,"Version 16","checklist","BOI","create","create"
"ClairePigeon",20,"Version 16","raindrop","BOI","fall","fall"
"ClairePigeon",20,"Version 16","raindrop","BOI","precipitate","precipitate"
"ClairePigeon",20,"Version 16","raindrop","BOI","replenish","replenish"
"ClairePigeon",20,"Version 16","raindrop","BOI","fill","fill"
"ClairePigeon",21,"Version 16","genital","BOI","procreate","procreate"
"ClairePigeon",22,"Version 16","collar","BOI","design","design"
"ClairePigeon",22,"Version 16","collar","BOI","wear","wear"
"ClairePigeon",22,"Version 16","collar","BOI","sell","sell"
"ClairePigeon",23,"Version 16","linen","BOI","sew","sew"
"ClairePigeon",23,"Version 16","linen","BOI","decorate","decorate"
"ClairePigeon",23,"Version 16","linen","BOI","sleep","sleep"
"ClairePigeon",23,"Version 16","linen","BOI","wear","wear"
"ClairePigeon",24,"Version 16","mutton","BOI","eat","eat"
"ClairePigeon",24,"Version 16","mutton","BOI","cook","cook"
"ClairePigeon",24,"Version 16","mutton","BOI","consume","consume"
"ClairePigeon",24,"Version 16","mutton","BOI","digest","digest"
"ClairePigeon",25,"Version 16","coal","BOI","burn","burn"
"ClairePigeon",25,"Version 16","coal","BOI","mine","mine"
"ClairePigeon",25,"Version 16","coal","BOI","clean","clean"
"ClairePigeon",26,"Version 16","note","BOI","write","write"
"ClairePigeon",26,"Version 16","note","BOI","send","send"
"ClairePigeon",26,"Version 16","note","BOI","receive","receive"
"ClairePigeon",26,"Version 16","note","BOI","remind","remind"
"ClairePigeon",27,"Version 16","satin","BOI","wear","wear"
"ClairePigeon",27,"Version 16","satin","BOI","buy","buy"
"ClairePigeon",27,"Version 16","satin","BOI","sleep","sleep"
"ClairePigeon",27,"Version 16","satin","BOI","design","design"
"ClairePigeon",28,"Version 16","spatula","BOI","serve","serve"
"ClairePigeon",28,"Version 16","spatula","BOI","flip","flip"
"ClairePigeon",28,"Version 16","spatula","BOI","separate","separate"
"ClairePigeon",29,"Version 16","soap","BOI","clean","clean"
"ClairePigeon",29,"Version 16","soap","BOI","wash","wash"
"ClairePigeon",29,"Version 16","soap","BOI","rinse","rinse"
"ClairePigeon",30,"Version 16","jean","BOI","wear","wear"
"ClairePigeon",30,"Version 16","jean","BOI","sell","sell"
"ClairePigeon",30,"Version 16","jean","BOI","washed","washed"
"ClairePigeon",31,"Version 16","nickel","BOI","sell","sell"
"ClairePigeon",31,"Version 16","nickel","BOI","trade","trade"
"ClairePigeon",31,"Version 16","nickel","BOI","invest","invest"
"ClairePigeon",32,"Version 16","stoop","BOI","sit","sit"
"ClairePigeon",32,"Version 16","stoop","BOI","stand","stand"
"ClairePigeon",32,"Version 16","stoop","BOI","decorate","decorate"
"ClairePigeon",32,"Version 16","stoop","BOI","walk","walk"
"ClairePigeon",33,"Version 16","easel","BOI","paint","paint"
"ClairePigeon",33,"Version 16","easel","BOI","create","create"
"ClairePigeon",33,"Version 16","easel","BOI","hold","hold"
"ClairePigeon",33,"Version 16","easel","BOI","prop","prop"
"ClairePigeon",34,"Version 16","sardine","BOI","eat","eat"
"ClairePigeon",34,"Version 16","sardine","BOI","digest","digest"
"ClairePigeon",34,"Version 16","sardine","BOI","cook","cook"
"ClairePigeon",35,"Version 16","paraphernalia","BOI","decorate","decorate"
"ClairePigeon",35,"Version 16","paraphernalia","BOI","sell","sell"
"ClairePigeon",35,"Version 16","paraphernalia","BOI","trade","trade"
"ClairePigeon",35,"Version 16","paraphernalia","BOI","keep","keep"
"ClairePigeon",36,"Version 16","lip","BOI","bite","bite"
"ClairePigeon",36,"Version 16","lip","BOI","chew","chew"
"ClairePigeon",36,"Version 16","lip","BOI","kiss","kiss"
"ClairePigeon",37,"Version 16","mortician","BOI","keep","keep"
"ClairePigeon",37,"Version 16","mortician","BOI","care for","care for"
"ClairePigeon",37,"Version 16","mortician","BOI","investigate","investigate"
"ClairePigeon",38,"Version 16","thigh","BOI","touch","touch"
"ClairePigeon",38,"Version 16","thigh","BOI","stretch","stretch"
"ClairePigeon",38,"Version 16","thigh","BOI","work out","work out"
"ClairePigeon",39,"Version 16","scientist","BOI","create","create"
"ClairePigeon",39,"Version 16","scientist","BOI","invent","invent"
"ClairePigeon",39,"Version 16","scientist","BOI","research","research"
"ClairePigeon",39,"Version 16","scientist","BOI","experiment","experiment"
"ClairePigeon",40,"Version 16","cellar","BOI","store","store"
"ClairePigeon",40,"Version 16","cellar","BOI","hide","hide"
"MaryKahler",11,"Version 18","bellboy","BOI","ring the bell","ring the bell"
"MaryKahler",11,"Version 18","bellboy","BOI","alert","alert"
"MaryKahler",11,"Version 18","bellboy","BOI","acknowledge","acknowledge"
"MaryKahler",12,"Version 18","inventor","BOI","create","create"
"MaryKahler",12,"Version 18","inventor","BOI","make","make"
"MaryKahler",12,"Version 18","inventor","BOI","inspire","inspire"
"MaryKahler",12,"Version 18","inventor","BOI","come up with ","come up with "
"MaryKahler",13,"Version 18","chimpanzee","BOI","monkey","monkey"
"MaryKahler",13,"Version 18","chimpanzee","BOI","play","play"
"MaryKahler",13,"Version 18","chimpanzee","BOI","eat","eat"
"MaryKahler",14,"Version 18","croissant","BOI","eat","eat"
"MaryKahler",14,"Version 18","croissant","BOI","throw","throw"
"MaryKahler",15,"Version 18","cosmetician","BOI","do make up ","do make up "
"MaryKahler",16,"Version 18","packaging","BOI","to send","to send"
"MaryKahler",16,"Version 18","packaging","BOI","mail","mail"
"MaryKahler",16,"Version 18","packaging","BOI","protect","protect"
"MaryKahler",17,"Version 18","croquet","BOI","to knit","to knit"
"MaryKahler",17,"Version 18","croquet","BOI","keep warm","keep warm"
"MaryKahler",17,"Version 18","croquet","BOI","entertain ","entertain "
"MaryKahler",18,"Version 18","adapter","BOI","power source","power source"
"MaryKahler",18,"Version 18","adapter","BOI","charger","charger"
"MaryKahler",18,"Version 18","adapter","BOI","someone who is able to change","someone who is able to change"
"MaryKahler",19,"Version 18","armor","BOI","to protect","to protect"
"MaryKahler",19,"Version 18","armor","BOI","to wear","to wear"
"MaryKahler",19,"Version 18","armor","BOI","to look good ","to look good "
"MaryKahler",20,"Version 18","guard","BOI","protect","protect"
"MaryKahler",20,"Version 18","guard","BOI","keep safe","keep safe"
"MaryKahler",20,"Version 18","guard","BOI","a person who stands out ","a person who stands out "
"MaryKahler",21,"Version 18","boy","BOI","to play","to play"
"MaryKahler",21,"Version 18","boy","BOI","protect","protect"
"MaryKahler",21,"Version 18","boy","BOI","eat","eat"
"MaryKahler",21,"Version 18","boy","BOI","hang out","hang out"
"MaryKahler",21,"Version 18","boy","BOI","work","work"
"MaryKahler",22,"Version 18","capacitor","BOI","breathing ","breathing "
"MaryKahler",23,"Version 18","sweater","BOI","to wear","to wear"
"MaryKahler",23,"Version 18","sweater","BOI","to keep warm","to keep warm"
"MaryKahler",23,"Version 18","sweater","BOI","knit","knit"
"MaryKahler",24,"Version 18","espresso","BOI","to drink","to drink"
"MaryKahler",24,"Version 18","espresso","BOI","make coffee","make coffee"
"MaryKahler",24,"Version 18","espresso","BOI","keep awake","keep awake"
"MaryKahler",25,"Version 18","dishwasher","BOI","to clean your dishes ","to clean your dishes "
"MaryKahler",26,"Version 18","upholstery","BOI","to sit on","to sit on"
"MaryKahler",26,"Version 18","upholstery","BOI","to furnish","to furnish"
"MaryKahler",26,"Version 18","upholstery","BOI","to look nice ","to look nice "
"MaryKahler",27,"Version 18","appetizer","BOI","to eat","to eat"
"MaryKahler",27,"Version 18","appetizer","BOI","to start the meal ","to start the meal "
"MaryKahler",28,"Version 18","basin","BOI","to wash","to wash"
"MaryKahler",28,"Version 18","basin","BOI","to put things in","to put things in"
"MaryKahler",28,"Version 18","basin","BOI","to hold","to hold"
"MaryKahler",29,"Version 18","girlfriend","BOI","to have fun with","to have fun with"
"MaryKahler",29,"Version 18","girlfriend","BOI","to date","to date"
"MaryKahler",29,"Version 18","girlfriend","BOI","to kiss","to kiss"
"MaryKahler",30,"Version 18","tenderloin","BOI","to eat a piece of meat ","to eat a piece of meat "
"MaryKahler",31,"Version 18","Elevator","BOI","to go up or down","to go up or down"
"MaryKahler",31,"Version 18","Elevator","BOI","to move ","to move "
"MaryKahler",32,"Version 18","skewer","BOI","to stab","to stab"
"MaryKahler",32,"Version 18","skewer","BOI","to hold something","to hold something"
"MaryKahler",32,"Version 18","skewer","BOI","to put throw","to put throw"
"MaryKahler",33,"Version 18","orphan","BOI","to love","to love"
"MaryKahler",33,"Version 18","orphan","BOI","to adpot","to adopt"
"MaryKahler",33,"Version 18","orphan","BOI","to bring","to bring"
"MaryKahler",34,"Version 18","breastplate","BOI","to protect","to protect"
"MaryKahler",34,"Version 18","breastplate","BOI","to wear","to wear"
"MaryKahler",35,"Version 18","eyeball","BOI","to see","to see"
"MaryKahler",36,"Version 18","coupon","BOI","to get money off","to get money off"
"MaryKahler",36,"Version 18","coupon","BOI","to save money","to save money"
"MaryKahler",36,"Version 18","coupon","BOI","to cut out ","to cut out "
"MaryKahler",37,"Version 18","programmer","BOI","to code","to code"
"MaryKahler",37,"Version 18","programmer","BOI","to make something","to make something"
"MaryKahler",37,"Version 18","programmer","BOI","computers","computers"
"MaryKahler",38,"Version 18","thread","BOI","to sow","to sow"
"MaryKahler",38,"Version 18","thread","BOI","to keep together","to keep together"
"MaryKahler",38,"Version 18","thread","BOI","to use in clothes","to use in clothes"
"MaryKahler",39,"Version 18","leopard","BOI","to hunt","to hunt"
"MaryKahler",39,"Version 18","leopard","BOI","to kill","to kill"
"MaryKahler",39,"Version 18","leopard","BOI","to eat ","to eat "
"MaryKahler",40,"Version 18","semen","BOI","to fertilize ","to fertilize "
"MatthewPitts",11,"Version 19","steak","BOI","eat","eat"
"MatthewPitts",11,"Version 19","steak","BOI","cook","cook"
"MatthewPitts",11,"Version 19","steak","BOI","feed animals","feed animals"
"MatthewPitts",11,"Version 19","steak","BOI","ice pack","ice pack"
"MatthewPitts",12,"Version 19","woodcutter","BOI","make fire wood","make fire wood"
"MatthewPitts",12,"Version 19","woodcutter","BOI","cut branches","cut branches"
"MatthewPitts",12,"Version 19","woodcutter","BOI","make mulch","make mulch"
"MatthewPitts",12,"Version 19","woodcutter","BOI","cut trees","cut trees"
"MatthewPitts",13,"Version 19","silkworm","BOI","clothes","clothes"
"MatthewPitts",13,"Version 19","silkworm","BOI","make silk","make silk"
"MatthewPitts",14,"Version 19","goose","BOI","eat","eat"
"MatthewPitts",14,"Version 19","goose","BOI","shoot","shoot"
"MatthewPitts",14,"Version 19","goose","BOI","feed","feed"
"MatthewPitts",14,"Version 19","goose","BOI","play with","play with"
"MatthewPitts",14,"Version 19","goose","BOI","hold","hold"
"MatthewPitts",14,"Version 19","goose","BOI","kick a goose","kick a goose"
"MatthewPitts",15,"Version 19","raft","BOI","float","float"
"MatthewPitts",16,"Version 19","lubrication","BOI","sex","sex"
"MatthewPitts",16,"Version 19","lubrication","BOI","slip and slide","slip and slide"
"MatthewPitts",16,"Version 19","lubrication","BOI","remove things that are stuck","remove things that are stuck"
"MatthewPitts",16,"Version 19","lubrication","BOI","reduce friction","reduce friction"
"MatthewPitts",17,"Version 19","treadmill","BOI","run on","run on"
"MatthewPitts",18,"Version 19","splinter","BOI","throw out","throw out"
"MatthewPitts",18,"Version 19","splinter","BOI","pick out of hand","pick out of hand"
"MatthewPitts",19,"Version 19","vulva","BOI","sex","sex"
"MatthewPitts",20,"Version 19","toe","BOI","walk","walk"
"MatthewPitts",20,"Version 19","toe","BOI","stand","stand"
"MatthewPitts",20,"Version 19","toe","BOI","run","run"
"MatthewPitts",20,"Version 19","toe","BOI","play sports","play sports"
"MatthewPitts",20,"Version 19","toe","BOI","balance on","balance on"
"MatthewPitts",21,"Version 19","plaster","BOI","fix walls","fix walls"
"MatthewPitts",21,"Version 19","plaster","BOI","build structures","build structures"
"MatthewPitts",21,"Version 19","plaster","BOI","art","art"
"MatthewPitts",22,"Version 19","switchblade","BOI","cut boxes","cut boxes"
"MatthewPitts",22,"Version 19","switchblade","BOI","carve wood","carve wood"
"MatthewPitts",22,"Version 19","switchblade","BOI","cut rope","cut rope"
"MatthewPitts",22,"Version 19","switchblade","BOI","open packages","open packages"
"MatthewPitts",22,"Version 19","switchblade","BOI","open bottles","open bottles"
"MatthewPitts",22,"Version 19","switchblade","BOI","shave","shave"
"MatthewPitts",23,"Version 19","goggles","BOI","swim","swim"
"MatthewPitts",23,"Version 19","goggles","BOI","laboratory experiments","laboratory experiments"
"MatthewPitts",24,"Version 19","backpack","BOI","carry things in","carry things in"
"MatthewPitts",24,"Version 19","backpack","BOI","school","school"
"MatthewPitts",24,"Version 19","backpack","BOI","pack clothes","pack clothes"
"MatthewPitts",24,"Version 19","backpack","BOI","style","style"
"MatthewPitts",24,"Version 19","backpack","BOI","hide things","hide things"
"MatthewPitts",25,"Version 19","letterbox","BOI","put mail in","put mail in"
"MatthewPitts",25,"Version 19","letterbox","BOI","sit on","sit on"
"MatthewPitts",26,"Version 19","kitchen","BOI","cook","cook"
"MatthewPitts",26,"Version 19","kitchen","BOI","hang out","hang out"
"MatthewPitts",26,"Version 19","kitchen","BOI","throw parties","throw parties"
"MatthewPitts",26,"Version 19","kitchen","BOI","clean","clean"
"MatthewPitts",26,"Version 19","kitchen","BOI","rebuild","rebuild"
"MatthewPitts",26,"Version 19","kitchen","BOI","decorate","decorate"
"MatthewPitts",26,"Version 19","kitchen","BOI","eat","eat"
"MatthewPitts",26,"Version 19","kitchen","BOI","drink","drink"
"MatthewPitts",26,"Version 19","kitchen","BOI","storage","storage"
"MatthewPitts",27,"Version 19","yardstick","BOI","measure things","measure things"
"MatthewPitts",27,"Version 19","yardstick","BOI","use like a sword for fun","use like a sword for fun"
"MatthewPitts",27,"Version 19","yardstick","BOI","to help draw straight lines","to help draw straight lines"
"MatthewPitts",28,"Version 19","lantern","BOI","light rooms","light rooms"
"MatthewPitts",28,"Version 19","lantern","BOI","use while camping","use while camping"
"MatthewPitts",28,"Version 19","lantern","BOI","hang","hang"
"MatthewPitts",28,"Version 19","lantern","BOI","hold","hold"
"MatthewPitts",29,"Version 19","cage","BOI","put animals in","put animals in"
"MatthewPitts",29,"Version 19","cage","BOI","create distance from danger","create distance from danger"
"MatthewPitts",29,"Version 19","cage","BOI","cage fighting","cage fighting"
"MatthewPitts",29,"Version 19","cage","BOI","house pets training","house pets training"
"MatthewPitts",31,"Version 19","kerchief","BOI","blow nose","blow nose"
"MatthewPitts",31,"Version 19","kerchief","BOI","wipe tears","wipe tears"
