Username,ID,Date,RT,Fails
j00670955,acfj4mex3w,2022-10-24T16:40:57+00:00,9644,0
J00670955tms,yiiewhkjd5,2022-10-24T17:02:05+00:00,11012,1
J00721876_ago,nd32o4rgm8,2022-10-24T22:15:03+00:00,15424,0
J00709304_CJP,t0uel0fps6,2022-10-25T14:47:13+00:00,20528,0
J00715408sgr,n7czfm84af,2022-10-25T18:27:46+00:00,14140,0
J00716950ML,ojx7qxvzxc,2022-10-25T18:39:49+00:00,75025,0
J00709146VLW,mj6ts8jq6r,2022-10-26T17:17:34+00:00,13341,0
J00706165CBC,xeza5t6hzo,2022-10-26T17:23:15+00:00,12239,0
J00716231_tra,b1oay82kwa,2022-10-28T13:12:46+00:00,15727,0
J00715603_cmh,qmbcivt7q1,2022-10-29T18:14:47+00:00,9627,0
J00656083_acs,5xfkktlb5o,2022-10-29T18:52:19+00:00,9545,0
J00713089,d3vg74zy3x,2022-10-31T01:51:01+00:00,6775,0
j00710885_daw,7fc8cak5z8,2022-10-31T02:19:31+00:00,25643,0
J00706801TB,gmlsy5spcs,2022-10-31T18:37:08+00:00,7212,0
J00723796_dkj,zait46nxzc,2022-10-31T22:34:09+00:00,15499,0
J00714995_LLT,tuv18tsjam,2022-11-01T01:57:01+00:00,12644,0
J00693214_msk,hybcxdgiyw,2022-11-01T02:22:20+00:00,15131,0
J00719933KK,ld6k7bg0mi,2022-11-01T16:35:22+00:00,8832,0
J00691273ARB,mg305811wp,2022-11-01T16:37:20+00:00,24852,0
J00705819_aeh,m8m6stagld,2022-11-01T16:39:06+00:00,7268,0
j00712704hp,7za5lo38wi,2022-11-01T17:13:44+00:00,17002,0
J00709713_MT,r0x364u4ka,2022-11-01T19:43:50+00:00,15166,0
J00703371_crw,tvk919k779,2022-11-01T20:29:21+00:00,18108,0
J00718929_smg,19ueinftj8,2022-11-02T16:13:38+00:00,22244,0
J00706812VS,lpmoxey0b7,2022-11-02T16:53:16+00:00,7779,0
J00691416,235l7y9yd3,2022-11-02T22:47:24+00:00,8267,0
J00707319EKD,km198e18ro,2022-11-03T00:12:05+00:00,19284,0
J00688716_taf,mwulznqdi5,2022-11-03T02:40:54+00:00,14133,0
J00719196_irr,p39qfq0wsp,2022-11-03T02:44:12+00:00,10998,0
J00712670CM,b0d1m7i4lj,2022-11-03T03:56:23+00:00,12568,0
j00686630_jj,iacrqpeo0n,2022-11-03T17:25:04+00:00,10159,0
cas2024CS,8q6cnugm5q,2022-11-04T21:30:48+00:00,41328,0
J00711161_jtc,u6zvc09lxl,2022-11-05T06:31:25+00:00,10588,0
j00690275_cbi,g9g2qpaduf,2022-11-06T03:49:03+00:00,19957,0
J00689444_bcb,s6x3jn9z5z,2022-11-06T18:17:55+00:00,12412,0
J00695430_mbb,dhqiwpnang,2022-11-06T21:26:42+00:00,14096,0
JAN,cmjz8iohqp,2022-11-07T19:49:32+00:00,9973,0
J00717803,8y70z9x12l,2022-11-07T20:14:24+00:00,18249,0
J00722620_arf,n15rogsbov,2022-11-07T21:22:20+00:00,15416,0
J00715107_aar,ddyg8qy9zb,2022-11-08T03:14:45+00:00,125059,0
j00702493js,a7dqdq1vk2,2022-11-08T14:58:53+00:00,45496,0
J00692726AS,46gek1dwei,2022-11-08T19:09:46+00:00,11573,0
J00720927,szzrwxgi68,2022-11-08T19:17:36+00:00,5886,0
J00708366_grd,17n0il9xfv,2022-11-08T19:40:39+00:00,18014,0
J00688582_med,26p7wjoa5h,2022-11-08T20:22:16+00:00,12495,0
J00708607CQ,iineh0ou6a,2022-11-08T22:53:40+00:00,12555,0
J00691433_obo,hsbl9lh3ot,2022-11-08T22:56:29+00:00,18610,0
J00724826,fbpt7wnr7a,2022-11-09T04:10:57+00:00,31725,0
